library,direction,term,overlap,query_size,term_size,p,genes,fdr
GO_BP_2025,down,Transport Across Blood-Brain Barrier (GO:0150104),4,335,67,0.05747438695231285,ATP2A3;SLC22A3;SLC2A3;SLC5A1,0.12515804000799705
GO_BP_2025,down,Positive Regulation of Fat Cell Differentiation (GO:0045600),3,335,41,0.058870143716592355,ADIRF;FRZB;SFRP1,0.12571624238833592
GO_BP_2025,down,Regulation of Calcium Ion Transport (GO:0051924),3,335,41,0.058870143716592355,CACNA2D1;CCL5;EGF,0.12571624238833592
GO_BP_2025,down,Response to Unfolded Protein (GO:0006986),3,335,41,0.058870143716592355,DNAJB5;ERN1;HSPB8,0.12571624238833592
GO_BP_2025,down,Monoatomic Cation Transmembrane Transport (GO:0098655),7,335,161,0.06157356391911188,ATP2A3;KCNC4;KCNMA1;KCNN4;LRRC26;RYR3;SLC39A8,0.13064647216170533
GO_BP_2025,down,Intracellular Signaling Cassette (GO:0141124),11,335,299,0.062016408979059044,CGAS;CHRM3;EDNRB;MYC;NCALD;PDE11A;PDE3B;PDE4B;PPP1R9A;RNASE1;SMAD9,0.13074797052272957
GO_BP_2025,down,Central Nervous System Development (GO:0007417),8,335,195,0.06264721319831972,APOD;CNTN4;EPHA7;RTN1;S100B;SERPINI1;SMOX;SOX8,0.13124194663698624
GO_BP_2025,down,Inorganic Cation Transmembrane Transport (GO:0098662),7,335,163,0.06489441963509437,ATP2A3;KCNC4;KCNMA1;KCNN4;LRRC26;RYR3;SLC39A8,0.13173523975051638
GO_BP_2025,down,Regulation of Endothelial Cell Proliferation (GO:0001936),4,335,70,0.06544461175934932,CAV1;EGF;EGFL7;SPARC,0.13173523975051638
GO_BP_2025,down,Response to Insulin (GO:0032868),4,335,70,0.06544461175934932,CEACAM1;ENPP1;PDE3B;ZBED3,0.13173523975051638
GO_BP_2025,down,Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156),3,335,43,0.06606661570569704,CADM1;CEACAM1;CNTN4,0.13173523975051638
GO_BP_2025,down,Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),3,335,43,0.06606661570569704,RAPGEF3;RNASE1;SFRP1,0.13173523975051638
GO_BP_2025,down,Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718),3,335,43,0.06606661570569704,FOXC1;LOXL2;OLFM1,0.13173523975051638
GO_BP_2025,down,Positive Regulation of Leukocyte Chemotaxis (GO:0002690),3,335,43,0.06606661570569704,CCL2;CCL5;CXCL12,0.13173523975051638
GO_BP_2025,down,Response to Retinoic Acid (GO:0032526),3,335,43,0.06606661570569704,HSD17B2;RORB;TESC,0.13173523975051638
GO_BP_2025,down,Wnt Signaling Pathway (GO:0016055),4,335,71,0.06822301322908435,CAV1;FRZB;SFRP1;SFRP4,0.13522046334626897
GO_BP_2025,down,Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),9,335,234,0.06943116033752797,ANGPTL1;CD8A;EFNB2;EPHA7;FOXC1;PLAT;PLCB1;PRLR;RNASE1,0.1359219852286597
GO_BP_2025,down,Cellular Response to Nitrogen Compound (GO:1901699),6,335,133,0.06974066446287515,CACNA2D1;CAV1;ITGA4;RAPGEF3;RYR3;SLIT2,0.1359219852286597
GO_BP_2025,down,Monocarboxylic Acid Transport (GO:0015718),3,335,44,0.06980887458873761,CEACAM1;RBP7;SLCO1A2,0.1359219852286597
GO_BP_2025,down,Cellular Response to Alcohol (GO:0097306),3,335,45,0.07364482271946456,GPR155;SFRP1;SMOX,0.1406934403665869
GO_BP_2025,down,Regulation of Myoblast Differentiation (GO:0045661),3,335,45,0.07364482271946456,PLCB1;SOX8;TBX3,0.1406934403665869
GO_BP_2025,down,Negative Regulation of Cell Differentiation (GO:0045596),7,335,168,0.07366347301431778,CAV1;CNTN4;ENPP1;RORB;SFRP1;SOX8;TBX3,0.1406934403665869
GO_BP_2025,down,Regulation of Epithelial Cell Proliferation (GO:0050678),4,335,73,0.07395969372745051,MYC;RUNX3;SFRP1;TGFBR3,0.1406934403665869
GO_BP_2025,down,Skeletal System Development (GO:0001501),5,335,104,0.07582695719521074,ANKH;CHI3L1;FRZB;PKDCC;TBX3,0.14342127332351287
GO_BP_2025,down,Negative Regulation of Small GTPase Mediated Signal Transduction (GO:0051058),3,335,46,0.07757264360366986,DLC1;SLIT2;SPRY4,0.14588946041372
GO_BP_2025,down,Cellular Response to Peptide Hormone Stimulus (GO:0071375),4,335,75,0.0799328511350162,CAV1;CEACAM1;ENPP1;PDE3B,0.14838706242333782
GO_BP_2025,down,Cell-Cell Adhesion via Plasma-Membrane Adhesion Molecules (GO:0098742),5,335,106,0.08077626341477903,CADM1;CEACAM1;CLDN22;CNTN4;SLITRK5,0.14838706242333782
GO_BP_2025,down,Inorganic Cation Import Across Plasma Membrane (GO:0098659),3,335,47,0.08159046936872351,CACNA2D1;SLC39A8;SLC5A1,0.14838706242333782
GO_BP_2025,down,Negative Regulation of Phosphorylation (GO:0042326),3,335,47,0.08159046936872351,SLIT2;SMOX;ZBED3,0.14838706242333782
GO_BP_2025,down,Regulation of BMP Signaling Pathway (GO:0030510),3,335,47,0.08159046936872351,CAV1;GPR155;SFRP4,0.14838706242333782
GO_BP_2025,down,Regulation of Microtubule Polymerization (GO:0031113),3,335,47,0.08159046936872351,MAPT;RNASE1;SLAIN1,0.14838706242333782
GO_BP_2025,down,Cell Junction Assembly (GO:0034329),4,335,76,0.08300672807386818,FSCN1;ITGA6;MAPT;TLN2,0.15013785241776156
GO_BP_2025,down,Positive Regulation of Endothelial Cell Migration (GO:0010595),4,335,77,0.08613800644947275,EGF;ETS1;RNASE1;SPARC,0.15411718991770532
GO_BP_2025,down,Regulation of Epithelial to Mesenchymal Transition (GO:0010717),4,335,77,0.08613800644947275,FOXC1;LOXL2;OLFM1;SFRP1,0.15411718991770532
GO_BP_2025,down,Lipid Transport (GO:0006869),4,335,78,0.08932605210411072,CEACAM1;LDLR;RBP7;SLCO1A2,0.15742366363067878
GO_BP_2025,down,Cell-Cell Junction Assembly (GO:0007043),3,335,49,0.08988843633292534,EPB41L3;FSCN1;TLN2,0.15742366363067878
GO_BP_2025,down,Muscle Contraction (GO:0006936),3,335,49,0.08988843633292534,CRYAB;MYH11;RYR3,0.15742366363067878
GO_BP_2025,down,Sprouting Angiogenesis (GO:0002040),3,335,49,0.08988843633292534,EFNB2;LOXL2;SLIT2,0.15742366363067878
GO_BP_2025,down,Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263),4,335,79,0.09257020337902859,EGF;SFRP1;SFRP4;ZBED3,0.16042270847360451
GO_BP_2025,down,Positive Regulation of Supramolecular Fiber Organization (GO:1902905),4,335,79,0.09257020337902859,C15ORF62;MAPT;RNASE1;SLAIN1,0.16042270847360451
GO_BP_2025,down,Cholesterol Homeostasis (GO:0042632),3,335,50,0.09416462787321174,CAV1;CYP7B1;LDLR,0.16149477630068956
GO_BP_2025,down,Response to Reactive Oxygen Species (GO:0000302),3,335,50,0.09416462787321174,APOD;DLC1;MAPT,0.16149477630068956
GO_BP_2025,down,Proteolysis (GO:0006508),8,335,214,0.09494346313987197,ADAMTS1;CTSF;DPP4;FOLH1;HTRA1;PLAT;PRSS21;TMPRSS5,0.16199116649122486
GO_BP_2025,down,Regulation of GTPase Activity (GO:0043087),5,335,112,0.09662566727974879,ITGA6;ODAM;RAP1GAP;RAPGEF3;RGS16,0.16401587625434283
GO_BP_2025,down,Sterol Homeostasis (GO:0055092),3,335,51,0.098522933679435,CAV1;CYP7B1;LDLR,0.16618603654539524
GO_BP_2025,down,Positive Regulation of Phosphorylation (GO:0042327),4,335,81,0.09922404554793036,EGF;ITGA6;ODAM;RNASE1,0.16618603654539524
GO_BP_2025,down,Heart Development (GO:0007507),5,335,113,0.09941037835646,DLC1;FOXC1;PDLIM3;TBX3;TGFBR3,0.16618603654539524
GO_BP_2025,down,Defense Response to Bacterium (GO:0042742),5,335,114,0.10223514410377797,DMBT1;RNASE1;SFTPD;TF;TSLP,0.16871381023581167
GO_BP_2025,down,Positive Regulation of Metabolic Process (GO:0009893),5,335,114,0.10223514410377797,CAV1;GATM;LDLR;PRLR;PTH2R,0.16871381023581167
GO_BP_2025,down,Gland Development (GO:0048732),3,335,52,0.10296129808952859,CAV1;TBX3;TGFBR3,0.16871381023581167
GO_BP_2025,down,Mesenchymal Cell Differentiation (GO:0048762),3,335,52,0.10296129808952859,FOXC1;LOXL2;TGFBR3,0.16871381023581167
GO_BP_2025,down,Protein Localization to Cell Periphery (GO:1990778),5,335,115,0.10509961445867932,CAV1;EPB41L3;TESC;TSPAN33;WDR72,0.17136932209764952
GO_BP_2025,down,Hemopoiesis (GO:0030097),4,335,83,0.10609373316636798,IL7R;RUNX3;SFRP1;TGFBR3,0.17214228273562648
GO_BP_2025,down,Cell Chemotaxis (GO:0060326),3,335,53,0.10747764023437595,CCL28;CXCL12;RNASE1,0.17269465493970115
GO_BP_2025,down,Positive Regulation of Endothelial Cell Proliferation (GO:0001938),3,335,53,0.10747764023437595,EGF;EGFL7;ITGA4,0.17269465493970115
GO_BP_2025,down,Regulation of Cold-Induced Thermogenesis (GO:0120161),5,335,116,0.10800342513562108,CAV1;GATM;LDLR;PRLR;PTH2R,0.17270112908159702
GO_BP_2025,down,Calcium Ion Transmembrane Transport (GO:0070588),3,335,54,0.11206985770050852,ATP2A3;CACNA2D1;RYR3,0.17834193701379
GO_BP_2025,down,Phagocytosis (GO:0006909),3,335,55,0.11673583001251708,CD302;ELMO1;LDLR,0.1839979034959198
GO_BP_2025,down,Positive Regulation of Binding (GO:0051099),3,335,55,0.11673583001251708,CLIC2;EGF;FOXC1,0.1839979034959198
GO_BP_2025,down,Positive Regulation of Vasculature Development (GO:1904018),4,335,87,0.12045564361399562,CHI3L1;CXCL12;ETS1;RAPGEF3,0.18806989639732336
GO_BP_2025,down,Regulation of Cell Motility (GO:2000145),4,335,87,0.12045564361399562,AMOTL1;CAVIN1;CEACAM1;RNASE1,0.18806989639732336
GO_BP_2025,down,Neuron Development (GO:0048666),5,335,121,0.12309888715259117,CNTN4;ETV1;MAPT;PPP1R9A;RUNX3,0.19129451477703133
GO_BP_2025,down,Cellular Response to Hormone Stimulus (GO:0032870),3,335,57,0.12628048664926406,CAV1;SFRP1;SLIT2,0.19424927750056095
GO_BP_2025,down,Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236),3,335,57,0.12628048664926406,CAV1;DEPTOR;ITGA6,0.19424927750056095
GO_BP_2025,down,Cellular Response to Molecule of Bacterial Origin (GO:0071219),4,335,89,0.12793456947166854,CCL2;CCL28;CXCL5;PDE4B,0.19424927750056095
GO_BP_2025,down,Intracellular Calcium Ion Homeostasis (GO:0006874),4,335,89,0.12793456947166854,ATP2A3;CAV1;CCL5;CXCL12,0.19424927750056095
GO_BP_2025,down,- Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090101),4,335,89,0.12793456947166854,CAV1;GPR155;PEG10;TGFBR3,0.19424927750056095
GO_BP_2025,down,Negative Regulation of Blood Vessel Morphogenesis (GO:2000181),3,335,58,0.13115486866511716,FOXC1;PDE3B;SPARC,0.19732015011035095
GO_BP_2025,down,Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090),4,335,90,0.13174547786824037,CAV1;FRZB;SFRP1;SFRP4,0.19732015011035095
GO_BP_2025,down,Negative Regulation of Developmental Process (GO:0051093),4,335,90,0.13174547786824037,FOXC1;LOXL2;MAPT;RAPGEF3,0.19732015011035095
GO_BP_2025,down,Actin Filament Organization (GO:0007015),5,335,124,0.13260206544326375,ELMO1;PPP1R9A;RNASE1;RND1;ZBED3,0.19770848496270407
GO_BP_2025,down,Actomyosin Structure Organization (GO:0031032),3,335,59,0.1360944067172101,EPB41L3;FRMD3;MYH11,0.20200559920805625
GO_BP_2025,down,Cell Morphogenesis Involved in Neuron Differentiation (GO:0048667),3,335,60,0.14109693640851775,CNTN4;S100B;SLITRK5,0.20756927089430835
GO_BP_2025,down,Negative Regulation of Supramolecular Fiber Organization (GO:1902904),3,335,60,0.14109693640851775,CRYAB;LDLR;SLIT2,0.20756927089430835
GO_BP_2025,down,Negative Regulation of Growth (GO:0045926),4,335,93,0.14345308322475173,ENPP1;FRZB;SFRP1;SLIT2,0.21010163959023373
GO_BP_2025,down,Positive Regulation of Cell-Substrate Adhesion (GO:0010811),3,335,61,0.14616029275268977,CCL28;RNASE1;SFRP1,0.21312359868343753
GO_BP_2025,down,Cellular Response to Lipopolysaccharide (GO:0071222),4,335,95,0.1514778796356629,CCL2;CCL28;CXCL5;PDE4B,0.21990867613773868
GO_BP_2025,down,Negative Regulation of Cell Growth (GO:0030308),4,335,96,0.15555333519177938,ENPP1;FRZB;SFRP1;SLIT2,0.2248391002116986
GO_BP_2025,down,Monoatomic Cation Homeostasis (GO:0055080),3,335,64,0.16169371244029973,CAV1;SLC39A8;TF,0.2316909905529836
GO_BP_2025,down,Regulation of Rho Protein Signal Transduction (GO:0035023),3,335,64,0.16169371244029973,DLC1;RNASE1;STARD13,0.2316909905529836
GO_BP_2025,down,External Encapsulating Structure Organization (GO:0045229),3,335,65,0.1669787949438603,ADAMTS1;COL17A1;SLC39A8,0.23823267726904207
GO_BP_2025,down,Positive Regulation of Wnt Signaling Pathway (GO:0030177),4,335,99,0.16802023789781148,EGF;SFRP1;SFRP4;ZBED3,0.23868969418101116
GO_BP_2025,down,Cytoskeleton Organization (GO:0007010),4,335,100,0.1722527584129873,CCL2;DST;EPB41L3;RNASE1,0.24270603135075858
GO_BP_2025,down,Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),3,335,66,0.17231394975053857,CAV1;FSCN1;RNASE1,0.24270603135075858
GO_BP_2025,down,Epithelium Development (GO:0060429),4,335,101,0.1765220602114745,DMBT1;KRT14;SMOX;SOX8,0.2471332981469306
GO_BP_2025,down,Negative Regulation of Cell Cycle (GO:0045786),3,335,67,0.1776970542567054,ETS1;FOXC1;RUNX3,0.2471332981469306
GO_BP_2025,down,Wound Healing (GO:0042060),3,335,67,0.1776970542567054,ANO5;DST;ODAM,0.2471332981469306
GO_BP_2025,down,Negative Regulation of Angiogenesis (GO:0016525),3,335,68,0.18312599945992844,FOXC1;PDE3B;SPARC,0.2525612742551513
GO_BP_2025,down,Response to Calcium Ion (GO:0051592),3,335,68,0.18312599945992844,CAV1;KCNMA1;RYR3,0.2525612742551513
GO_BP_2025,down,Synapse Organization (GO:0050808),4,335,103,0.1851669842392523,CNTN4;MAPT;PDZRN3;SLITRK5,0.25431648042818467
GO_BP_2025,down,Regulation of Canonical Wnt Signaling Pathway (GO:0060828),6,335,177,0.1873100393076053,CAV1;EGF;FRZB;SFRP1;SFRP4;ZBED3,0.2561967893008982
GO_BP_2025,down,Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),6,335,180,0.19722476086865487,CCL5;CEACAM1;CHI3L1;EGF;PDE3B;RAPGEF3,0.26864771953713895
GO_BP_2025,down,Regulation of Protein Secretion (GO:0050708),3,335,72,0.20525856880772508,C1QTNF1;CCL5;RAPGEF3,0.27844502571867624
GO_BP_2025,down,Negative Regulation of Cell Migration (GO:0030336),5,335,147,0.2150150524376516,DLC1;RNASE1;SFRP1;SLIT2;TGFBR3,0.29048972390556194
GO_BP_2025,down,T Cell Receptor Signaling Pathway (GO:0050852),3,335,74,0.2165463120029327,CD8A;PDE4B;TEC,0.2913692246868729
GO_BP_2025,down,Regulation of Cell Growth (GO:0001558),6,335,186,0.21761838946015283,CEACAM1;ENPP1;FRZB;PTCH2;SFRP1;SLIT2,0.2916262627988283
GO_BP_2025,down,Protein Localization to Plasma Membrane (GO:0072659),4,335,111,0.2210155381643795,EPB41L3;TESC;TSPAN33;WDR72,0.2949844481145549
GO_BP_2025,down,Macromolecule Modification (GO:0043412),3,335,76,0.22796039480479008,CHRM3;LOXL2;PLAT,0.3018195627215421
GO_BP_2025,down,Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),3,335,76,0.22796039480479008,C15ORF62;FSCN1;RNASE1,0.3018195627215421
GO_BP_2025,down,Negative Regulation of Cell Motility (GO:2000146),4,335,113,0.23025421049506914,DLC1;SFRP1;SLIT2;TGFBR3,0.3036420066687963
GO_BP_2025,down,Positive Regulation of Cell Adhesion (GO:0045785),3,335,77,0.23370995108946488,CCL5;CXCL12;RNASE1,0.30612215633598916
GO_BP_2025,down,Negative Regulation of Wnt Signaling Pathway (GO:0030178),4,335,114,0.23490944927293428,CAV1;FRZB;SFRP1;SFRP4,0.30612215633598916
GO_BP_2025,down,Positive Regulation of Response to External Stimulus (GO:0032103),4,335,114,0.23490944927293428,CCL5;ETS1;PLAT;TSLP,0.30612215633598916
GO_BP_2025,down,Protein Homooligomerization (GO:0051260),4,335,115,0.23958728115813224,KCNN4;MAPT;PEG10;RYR3,0.3109936865229089
GO_BP_2025,down,Cellular Response to Transforming Growth Factor Beta Stimulus (GO:0071560),3,335,80,0.2511059438929173,SFRP1;SMAD9;TGFBR3,0.3246721383927954
GO_BP_2025,down,Neuron Projection Morphogenesis (GO:0048812),4,335,118,0.2537463429042377,CNTN4;EPB41L3;S100B;SLITRK5,0.3255427887647391
GO_BP_2025,down,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),4,335,118,0.2537463429042377,CNTN4;MAPT;PPP1R9A;RNASE1,0.3255427887647391
GO_BP_2025,down,Cellular Response to Metal Ion (GO:0071248),3,335,81,0.25694755536772446,RYR3;SLC13A2;TF,0.3283769916089452
GO_BP_2025,down,Positive Regulation of Cytokine Production (GO:0001819),7,335,240,0.26613262463212023,CADM1;CGAS;CHI3L1;PDE4B;PLA2R1;PLCB1;TSLP,0.33880730289704536
GO_BP_2025,down,Brain Development (GO:0007420),4,335,121,0.26807298258794643,APOD;CNTN4;EPHA7;RTN1,0.3399699510981236
GO_BP_2025,down,Regulation of ERK1 and ERK2 Cascade (GO:0070372),5,335,162,0.2756184887520673,CEACAM1;CHI3L1;EPHA7;SPRY4;TGFBR3,0.348205037316543
GO_BP_2025,down,Response to Lipopolysaccharide (GO:0032496),4,335,123,0.2777041651191087,CCL2;CCL28;CXCL5;PDE4B,0.34950600248830793
GO_BP_2025,down,Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),5,335,163,0.27978747567773654,ENPP1;MAPT;OLFM1;SFRP1;SMOX,0.35033679788639077
GO_BP_2025,down,Positive Regulation of Cell Growth (GO:0030307),3,335,85,0.280481122174905,MAPT;RASAL1;SFRP1,0.35033679788639077
GO_BP_2025,down,Negative Regulation of Protein Metabolic Process (GO:0051248),4,335,124,0.2825409017749703,CRYAB;EDNRB;LDLR;PLAT,0.35158285145682394
GO_BP_2025,down,Regulation of Wnt Signaling Pathway (GO:0030111),3,335,87,0.29232419240997726,FRZB;SFRP1;SFRP4,0.36239441081536505
GO_BP_2025,down,Cellular Response to Starvation (GO:0009267),4,335,128,0.30200685735837485,CAV1;GPR155;PLIN2;SFRP1,0.373001006662769
GO_BP_2025,down,Positive Regulation of Defense Response (GO:0031349),3,335,90,0.31014728847302653,CCL5;ETS1;TSLP,0.3802176017947103
GO_BP_2025,down,Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800),3,335,90,0.31014728847302653,CAV1;NEURL3;TF,0.3802176017947103
GO_BP_2025,down,Positive Regulation of Cell Projection Organization (GO:0031346),3,335,91,0.3160976682739107,ITGA6;SERPINI1;SLIT2,0.3846629713186193
GO_BP_2025,down,Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091),3,335,91,0.3160976682739107,ACVR1C;SMAD9;TGFBR3,0.3846629713186193
GO_BP_2025,down,Small GTPase-mediated Signal Transduction (GO:0007264),5,335,172,0.31780212184390166,C15ORF62;ELMO1;MRAS;RAPGEF3;RNASE1,0.38532052135652545
GO_BP_2025,down,rRNA Metabolic Process (GO:0016072),3,335,93,0.3280034453697259,CAVIN1;MAPT;MYC,0.39623773874955937
GO_BP_2025,down,Cellular Response to Insulin Stimulus (GO:0032869),3,335,94,0.33395594990666716,CEACAM1;ENPP1;PDE3B,0.40196152516038847
GO_BP_2025,down,Cellular Component Assembly (GO:0022607),6,335,218,0.335601253489024,AIF1L;FSCN1;HAS2;KRT14;RNASE1;RTN1,0.4024783148727063
GO_BP_2025,down,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),3,335,95,0.3399063217633305,CD8A;PDE4B;TEC,0.404708606128282
GO_BP_2025,down,Regulation of Primary Metabolic Process (GO:0080090),3,335,95,0.3399063217633305,LDLR;PRX;SERPINA3,0.404708606128282
GO_BP_2025,down,Phosphorylation (GO:0016310),7,335,265,0.3524243807373996,ACVR1C;CCL2;EPHA7;ERN1;MAP3K21;RUNX3;TEC,0.4181092115558397
GO_BP_2025,down,Regulation of Gene Expression (GO:0010468),21,335,882,0.36095337573846537,ACTA2;C1QTNF1;CCL2;EGF;ETS1;FOXC1;MAPT;MYC;ODAM;OLFM1;PERM1;PRX;RORB;RUNX3;SFRP1;SFRP4;SFTPD;SLC39A8;SMOX;TESC;TGFBR3,0.42379579179703214
GO_BP_2025,down,Positive Regulation of Protein Phosphorylation (GO:0001934),4,335,140,0.36105865041318147,CHI3L1;EGF;ODAM;RNASE1,0.42379579179703214
GO_BP_2025,down,Regulation of Cellular Component Organization (GO:0051128),4,335,140,0.36105865041318147,CEACAM1;PTCH2;SPARC;SPARCL1,0.42379579179703214
GO_BP_2025,down,Positive Regulation of Angiogenesis (GO:0045766),3,335,100,0.3695793731653553,CHI3L1;ETS1;RAPGEF3,0.4307421567525796
GO_BP_2025,down,Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045),3,335,100,0.3695793731653553,ADAMTS1;CCL2;PLCB1,0.4307421567525796
GO_BP_2025,down,Regulation of Small GTPase Mediated Signal Transduction (GO:0051056),4,335,142,0.3709245719767029,ARHGEF40;DLC1;SLIT2;STARD13,0.430793099383469
GO_BP_2025,down,Regulation of Intracellular Signal Transduction (GO:1902531),7,335,273,0.38076799587380866,ARHGEF40;CEACAM1;DLC1;MAPT;PDE3B;RAPGEF3;STARD13,0.43985880023851764
GO_BP_2025,down,Negative Regulation of MAPK Cascade (GO:0043409),3,335,102,0.3813881440134579,CAV1;MYC;SPRY4,0.43985880023851764
GO_BP_2025,down,Negative Regulation of Cytokine Production (GO:0001818),4,335,145,0.38570260341335727,APOD;CEACAM1;RNASE1;SFTPD,0.4432901448952127
GO_BP_2025,down,Positive Regulation of Developmental Process (GO:0051094),5,335,194,0.4123632946770974,CXCL12;PLCB1;RAPGEF3;SOX8;ZBED3,0.47229152435335375
GO_BP_2025,down,Regulation of MAPK Cascade (GO:0043408),5,335,196,0.420932603481005,CAV1;CEACAM1;EGF;EPHA7;TGFBR3,0.48044376466280225
GO_BP_2025,down,Regulation of Programmed Cell Death (GO:0043067),4,335,155,0.43455023462118186,BEX2;CRYAB;ETS1;IKZF3,0.49428222563440277
GO_BP_2025,down,Neuron Projection Development (GO:0031175),4,335,156,0.43938304480271256,CNTN4;EPB41L3;MAPT;PPP1R9A,0.4965327701432466
GO_BP_2025,down,Cellular Response to Oxidative Stress (GO:0034599),3,335,112,0.4395290080119978,MAPT;PLA2R1;PYCR1,0.4965327701432466
GO_BP_2025,down,Negative Regulation of Intracellular Signal Transduction (GO:1902532),6,335,247,0.44764321577183563,CAV1;DEPTOR;PDE11A;SLC39A8;SLIT2;TGFBR3,0.5039792667363183
GO_BP_2025,down,Regulation of Signal Transduction (GO:0009966),4,335,164,0.47756943896881815,GNG7;NCALD;PLCB1;RGS16,0.5354624819545359
GO_BP_2025,down,Negative Regulation of RNA Biosynthetic Process (GO:1902679),9,335,392,0.47884258204997776,CRYAB;ID3;ID4;LOXL2;PLCB1;RORB;SFRP1;SOX8;TBX3,0.5354624819545359
GO_BP_2025,down,Negative Regulation of Apoptotic Process (GO:0043066),9,335,395,0.4879866781404137,CAV1;CCL2;CRYAB;MYC;PRLR;SFRP1;SOX8;TBX3;TSLP,0.5438504729443668
GO_BP_2025,down,Protein Glycosylation (GO:0006486),3,335,122,0.4954781264506103,GALNT6;SLC39A8;ST3GAL5,0.550346509581047
GO_BP_2025,down,Regulation of Cytokine Production (GO:0001817),3,335,127,0.5223950778880018,CADM1;PLA2R1;SFTPD,0.578303581207119
GO_BP_2025,down,Nitrogen Compound Transport (GO:0071705),3,335,128,0.5276843951807125,SLC22A3;SLC2A9;TCN1,0.5822117826827194
GO_BP_2025,down,Regulation of Inflammatory Response (GO:0050727),4,335,178,0.5417731045832749,CCL5;ETS1;SLC39A8;TSLP,0.5955320297881436
GO_BP_2025,down,+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897),3,335,131,0.5433555075408439,CCL5;CHI3L1;EGF,0.5955320297881436
GO_BP_2025,down,DNA-templated Transcription (GO:0006351),4,335,179,0.5462068928038665,CAVIN1;ETS1;ETV1;XAB2,0.5966814571553789
GO_BP_2025,down,Positive Regulation of Signal Transduction (GO:0009967),4,335,181,0.5550075677757181,CCL5;IL7R;SFRP1;TSLP,0.6032174337398084
GO_BP_2025,down,Negative Regulation of Programmed Cell Death (GO:0043069),7,335,324,0.5576572046053818,CRYAB;MYC;PRLR;SFRP1;SOX8;TBX3;TSLP,0.6032174337398084
