source,target,cor_discovery,cor_validation,is_consensus,consensus_weight
PPP1R1B,ABCA3,0.6722002553451044,0.6264940173099258,True,0.648944865460782
PPP1R1B,SOX9,0.6405612052697416,0.8364443815322997,True,0.731979385758529
PPP1R1B,FBP1,0.6562926285388752,0.7074032063455877,True,0.6813688499846277
PPP1R1B,CADPS2,0.7298672720186149,0.46997130232617174,True,0.5856762521699499
PPP1R1B,SNPH,0.6405061157263693,0.450148671324129,True,0.5369571463061126
PPP1R1B,GPD1,0.7309447614696334,0.37764822673592,True,0.5253950827814409
PPP1R1B,RAPGEF3,0.6800396069811679,0.2989316093517413,False,
PPP1R1B,STATH,0.8313785431394944,0.3988488909222785,True,0.5758423481021233
PPP1R1B,ALDH9A1,0.5826654862764196,0.7804479951405782,True,0.6743442078064004
PPP1R1B,CHPT1,0.692924541928177,0.5339277253694219,True,0.6082529280853156
PPP1R1B,IRX2,0.5514009642731021,0.7294993832786089,True,0.6342291883668382
PPP1R1B,C3orf70,0.5966588611770293,0.6113548907332923,True,0.6039621783521989
PPP1R1B,DTNB,0.7395719510251296,0.3488572739980958,True,0.5079419797182351
PPP1R1B,MAPT,0.5924329649611785,0.49445697140635464,True,0.5412324912789247
PPP1R1B,GLYATL2,0.6615967165372227,0.45933188319947305,True,0.5512644245057271
PPP1R1B,ALDH1L2,0.5370782953419131,0.6735739564663361,False,
PPP1R1B,TMED3,0.6787993132247955,0.44479938228162497,True,0.5494811327202967
PPP1R1B,ADGRG6,0.6643675406423293,0.6941899966708346,True,0.6791150865845267
PPP1R1B,TRIL,0.6019561557705077,0.7293548915344811,True,0.6626006841986445
PPP1R1B,FREM3,0.5480745273824154,0.42097664422710107,False,
PPP1R1B,ANO5,0.5861939217755305,0.4440467367920153,True,0.5101935888383332
PPP1R1B,TTYH1,0.7532672955679055,0.5416953280111606,True,0.638781163429806
PPP1R1B,ST3GAL1,0.5738063216774343,0.4660200982584874,True,0.5171124427138252
PPP1R1B,FAM171B,0.5122499530154734,0.7154117739772731,False,
PPP1R1B,CEP85L,0.5971604310517777,0.5452377779601117,True,0.5706088209205794
PPP1R1B,ITGA6,0.5600364218880508,0.712150130249629,True,0.63152989698993
PPP1R1B,XBP1,0.6005493268285768,0.5252174234964965,True,0.5616217322357286
PPP1R1B,SOX8,0.6195545023106899,0.8052616027081442,True,0.7063309787173098
PPP1R1B,NPY5R,0.6121026146147762,0.6383690512461208,True,0.6250978846204045
PPP1R1B,SLC43A1,0.6162591442515973,0.5974732990822007,True,0.6067935266674948
